Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,video_clip_path,Utterance_stemmed,Utterance_tokenized,emotion_neutral,emotion_anger,emotion_joy,emotion_sadness,emotion_surprise
6859,This way I can break 'em up with a movie.,Chandler,neutral,674,7,1,18,"00:12:35,671","00:12:38,214",train_data/dia674_utt7.mp4,thi way i break 'em movi,"['thi', 'way', 'i', 'break', ""'em"", 'movi']",0.7007899,0.028393624,0.20311302,0.026467735,0.041203775
6865,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from,Rachel,neutral,675,3,2,1,"00:21:44,428","00:21:55,354",train_data/dia675_utt3.mp4,no no that 's rodney mcdowel andi mcdowel guy,"['no', 'no', 'that', ""'s"", 'rodney', 'mcdowel', 'andi', 'mcdowel', 'guy']",0.804532,0.05477673,0.099330895,0.02140373,0.019913424
6869,That's crazy!,Rachel,surprise,676,1,5,5,"0:10:13,904","0:10:15,426",train_data/dia676_utt1.mp4,that 's crazi,"['that', ""'s"", 'crazi']",0.14067942,0.002232739,0.21536188,0.00298666,0.638702
6896,Hi!,Rachel,joy,678,9,3,5,"0:04:27,990","0:04:28,537",train_data/dia678_utt9.mp4,hi,['hi'],0.58962506,0.11651453,0.19367588,0.038806077,0.061279457
6907,"Okay, Chandler!",Rachel,neutral,679,0,6,21,"0:00:02,168","0:00:03,300",train_data/dia679_utt0.mp4,okay chandler,"['okay', 'chandler']",0.781107,0.07244431,0.092808336,0.024745414,0.02886275
6910,"Oh, well thank you in advance.",Chandler,joy,679,3,6,21,"00:00:09,426","00:00:12,052",train_data/dia679_utt3.mp4,oh well thank advanc,"['oh', 'well', 'thank', 'advanc']",0.3770968,0.09030551,0.46780166,0.03548104,0.029220734
6911,"Op, but the twelfth brings a lovers spat.",Rachel,surprise,679,4,6,21,"00:00:12,220","00:00:20,853",train_data/dia679_utt4.mp4,op twelfth bring lover spat,"['op', 'twelfth', 'bring', 'lover\x92', 'spat']",0.2566321,0.078410335,0.16336197,0.016925346,0.48442608
6912,"Oh, wait and on the nineteenth a secret crush announces itself.",Rachel,surprise,679,5,6,21,"00:00:21,021","00:00:25,733",train_data/dia679_utt5.mp4,oh wait nineteenth secret crush announc,"['oh', 'wait', 'nineteenth', 'secret', 'crush', 'announc']",0.22091106,0.053900786,0.14096223,0.034146115,0.54979205
6914,Hey!!,Chandler,joy,679,7,6,21,"0:00:31,796","0:00:32,709",train_data/dia679_utt7.mp4,hey,['hey'],0.40225175,0.11812168,0.36745754,0.05398191,0.058049776
6930,"Hey! Hey-hey, now this was no ones fault Pheebs. Okay? It was an accident.",Rachel,neutral,680,6,6,18,"00:09:11,008","00:09:15,679",train_data/dia680_utt6.mp4,hey hey-hey one fault pheeb okay it accid,"['hey', 'hey-hey', 'one\x92', 'fault', 'pheeb', 'okay', 'it', 'accid']",0.64660424,0.09404055,0.17025328,0.03442707,0.054593295
6941,"Oh, poor little Tooty is scared to death. We should find his owner.",Phoebe,sadness,681,2,1,7,"00:13:30,017","00:13:33,269",train_data/dia681_utt2.mp4,oh poor littl tooti scare death we find owner,"['oh', 'poor', 'littl', 'tooti', 'scare', 'death', 'we', 'find', 'owner']",0.5074907,0.054076314,0.097442396,0.18663667,0.15425603
6946,"But I'll still always come back, like this.",Ross,neutral,682,1,1,23,"00:20:39,988","00:20:45,576",train_data/dia682_utt1.mp4,but i 'll still alway come back like,"['but', 'i', ""'ll"", 'still', 'alway', 'come', 'back', 'like']",0.93482023,0.014798315,0.027928373,0.017687283,0.0047544003
6947,"And sometimes I may be away longer, like this.",Ross,neutral,682,2,1,23,"00:20:46,662","00:20:52,375",train_data/dia682_utt2.mp4,and sometim i may away longer like,"['and', 'sometim', 'i', 'may', 'away', 'longer', 'like']",0.9692938,0.008872313,0.011816218,0.0076925275,0.0023210521
6971,Had the money in the wrong hand.,Chandler,neutral,685,1,7,10,"0:05:12,448","0:05:14,695",train_data/dia685_utt1.mp4,had money wrong hand,"['had', 'money', 'wrong', 'hand']",0.80699325,0.11964225,0.0395298,0.017416162,0.016400108
6973,Ill do it.,Rachel,neutral,686,1,7,23,"0:12:39,550","0:12:40,432",train_data/dia686_utt1.mp4,ill,['i\x92ll'],0.79975075,0.06378112,0.09132813,0.026770739,0.018351814
6979,"Youre right, Im sorry.",Monica,sadness,686,6,7,23,"0:12:49,727","0:12:51,709",train_data/dia686_utt6.mp4,your right im sorri,"['you\x92r', 'right', 'i\x92m', 'sorri']",0.3939606,0.043423433,0.059869613,0.48065645,0.021998253
6988,Thatll be all.,Rachel,neutral,687,3,7,9,"0:03:42,310","0:03:42,983",train_data/dia687_utt3.mp4,thatll,['that\x92ll'],0.64142674,0.1638895,0.07734161,0.05863102,0.058610488
6989,Wait!,Rachel,surprise,687,4,7,9,"0:03:43,598","0:03:44,160",train_data/dia687_utt4.mp4,wait,['wait'],0.63496715,0.2284194,0.048439346,0.06346608,0.024646075
6991,Did you see that?,Rachel,surprise,687,6,7,9,"00:03:49,187","00:03:50,229",train_data/dia687_utt6.mp4,did see,"['did', 'see']",0.2277008,0.0940097,0.15882862,0.026012449,0.49313805
6995,Yes.,Monica,joy,689,1,4,2,"0:01:40,705","0:01:40,943",train_data/dia689_utt1.mp4,ye,['ye'],0.511804,0.20625529,0.23747125,0.017974135,0.026438024
7003,"I know!!   Chip? Hi! Its Monica.  Kay.  Kay.  Okay.  Okay, good-bye.  Oh my God, we just had",Monica,joy,689,9,4,2,"00:02:03,498","00:02:17,594",train_data/dia689_utt9.mp4,i know chip hi it monica kay kay okay okay good-by oh god,"['i', 'know', 'chip', 'hi', 'it\x92', 'monica', '\x91kay', '\x91kay', 'okay', 'okay', 'good-by', 'oh', 'god']",0.119425125,0.030716617,0.8203002,0.015674565,0.013829916
7022,I have actually,Joey,neutral,693,0,4,4,"00:04:38,820","00:04:41,446",train_data/dia693_utt0.mp4,i actual,"['i', 'actual']",0.7682179,0.057756383,0.13179995,0.009120188,0.033053625
7035,Damn it!,Ben,joy,695,4,7,16,"0:09:22,375","0:09:22,513",train_data/dia695_utt4.mp4,damn,['damn'],0.042066112,0.078686506,0.8403518,0.012014578,0.026631346
7039,"Hey Rach! Hey, you mind if I read my comic books in here?",Joey,neutral,696,0,5,12,"00:16:05,214","00:16:09,050",train_data/dia696_utt0.mp4,hey rach hey mind i read comic book,"['hey', 'rach', 'hey', 'mind', 'i', 'read', 'comic', 'book']",0.6836413,0.096594796,0.11099292,0.06511284,0.043575138
7042,What?!,Rachel,surprise,696,3,5,12,"00:16:18,852","00:16:19,852",train_data/dia696_utt3.mp4,what,['what'],0.55395013,0.2599916,0.080062576,0.04201816,0.06386525
7043,She just called and said that she was gonna be working late!,Rachel,anger,696,4,5,12,"00:16:18,852","00:16:22,438",train_data/dia696_utt4.mp4,she call said gon na work late,"['she', 'call', 'said', 'gon', 'na', 'work', 'late']",0.40207916,0.4271716,0.09715318,0.033088736,0.040392794
7048,"So Chandler, I-I'd love to come by tonight.",Phoebe,joy,697,0,5,14,"00:14:34,164","00:14:36,374",train_data/dia697_utt0.mp4,so chandler i-i 'd love come tonight,"['so', 'chandler', 'i-i', ""'d"", 'love', 'come', 'tonight']",0.22964774,0.05600703,0.615777,0.060846813,0.037610013
7058,You still love me?,Ross,anger,698,2,3,25,"0:16:31,240","0:16:32,283",train_data/dia698_utt2.mp4,you still love,"['you', 'still', 'love']",0.06914687,0.77532065,0.011448806,0.06576772,0.07817277
7076,"No! No, you can't arrest me! No!! I won't go back! I won't go back to that hell hole!!",Phoebe,anger,699,12,5,24,"00:17:35,929","00:17:38,014",train_data/dia699_utt12.mp4,no no ca n't arrest no i wo n't go back i wo n't go back hell hole,"['no', 'no', 'ca', ""n't"", 'arrest', 'no', 'i', 'wo', ""n't"", 'go', 'back', 'i', 'wo', ""n't"", 'go', 'back', 'hell', 'hole']",0.24233057,0.600326,0.094914176,0.037669007,0.024587128
7082,No!,Rachel,anger,700,3,6,1,"0:15:21,170","0:15:23,152",train_data/dia700_utt3.mp4,no,['no'],0.45996562,0.32377723,0.12924449,0.040990073,0.045950215
7089,"Oh Ross, come on! This is not, this is not a marriage!! This is the worlds worst hangover! Ross, listen, if",Rachel,anger,700,10,6,1,"00:15:47,196","00:15:55,662",train_data/dia700_utt10.mp4,oh ross come thi marriag thi world worst hangov ross listen,"['oh', 'ross', 'come', 'thi', 'marriag', 'thi', 'world\x92', 'worst', 'hangov', 'ross', 'listen']",0.21805966,0.6711419,0.06968604,0.021015903,0.02003988
7122,Ohh.,Chandler,neutral,705,4,5,10,"00:02:42,120","00:02:43,162",train_data/dia705_utt4.mp4,ohh,['ohh'],0.8456115,0.04208234,0.08882592,0.00933521,0.014125998
7127,I can't,Monica,neutral,706,0,5,13,"00:00:02,460","00:00:07,339",train_data/dia706_utt0.mp4,i ca n't,"['i', 'ca', ""n't""]",0.878919,0.021678803,0.07097194,0.008953169,0.019463724
7134,"It's so good, isn't it?",Monica,neutral,706,7,5,13,"00:00:35,410","00:00:36,952",train_data/dia706_utt7.mp4,it 's good n't,"['it', ""'s"", 'good', ""n't""]",0.68791884,0.050443504,0.10970237,0.01268023,0.13922659
7137,Good-bye muscles!!,Chandler,joy,706,10,5,13,"0:00:42,543","0:00:43,190",train_data/dia706_utt10.mp4,good-by muscl,"['good-by', 'muscl']",0.5709187,0.02891134,0.36913413,0.026131302,0.0048924237
7144,What's this?,Phoebe,neutral,707,6,5,10,"0:16:41,041","0:16:43,103",train_data/dia707_utt6.mp4,what 's,"['what', ""'s""]",0.4370204,0.07525468,0.31865796,0.12875967,0.039785806
7164,Awesome!,Ross,joy,712,5,8,20,"00:03:08,885","00:03:10,511",train_data/dia712_utt5.mp4,awesom,['awesom'],0.501651,0.08139686,0.31543025,0.07080549,0.030613726
7175,"Well, yes! Just give me five minutes, I just have to find someone to cover my shift.",The Librarian,joy,714,1,7,7,"00:09:51,757","00:09:58,138",train_data/dia714_utt1.mp4,well ye just give five minut i find someon cover shift,"['well', 'ye', 'just', 'give', 'five', 'minut', 'i', 'find', 'someon', 'cover', 'shift']",0.094085306,0.021962624,0.8594294,0.008524733,0.015925813
7207,"Thanks, Im set. Do you still live with your parents?",Monica,neutral,718,5,4,2,"00:17:14,324","00:17:15,575",train_data/dia718_utt5.mp4,thank im set do still live parent,"['thank', 'i\x92m', 'set', 'do', 'still', 'live', 'parent']",0.8658125,0.0645806,0.048627328,0.015057199,0.0059115323
7247,"No, eh, oh-oi, easy, it's not a hot dog!",Joey,anger,722,10,5,20,"0:16:01,970","0:16:04,192",train_data/dia722_utt10.mp4,no eh oh-oi easi 's hot dog,"['no', 'eh', 'oh-oi', 'easi', ""'s"", 'hot', 'dog']",0.32255635,0.49328697,0.13171832,0.015952123,0.036400113
7253,I thought you were showing me how much you mean to me.,Chandler,surprise,722,15,5,20,"00:16:19,395","00:16:21,604",train_data/dia722_utt15.mp4,i thought show much mean,"['i', 'thought', 'show', 'much', 'mean']",0.33408633,0.045559574,0.28911805,0.038889945,0.2920783
7266,What about Glen? He could be a Glen.,Phoebe,neutral,724,2,1,11,"00:05:49,098","00:05:51,016",train_data/dia724_utt2.mp4,what glen he could glen,"['what', 'glen', 'he', 'could', 'glen']",0.7646428,0.05844543,0.14807577,0.019450428,0.009316926
7277,"Ah yeah, sorry about that.",Cassie,sadness,726,0,7,19,"0:12:34,670","0:12:36,672",train_data/dia726_utt0.mp4,ah yeah sorri,"['ah', 'yeah', 'sorri']",0.22919017,0.13032834,0.18482633,0.4290676,0.02628456
7281,Oh my God! You do a great Chandler!,Cassie,surprise,726,4,7,19,"00:13:07,578","00:13:11,456",train_data/dia726_utt4.mp4,oh god you great chandler,"['oh', 'god', 'you', 'great', 'chandler']",0.2423161,0.106974475,0.08840751,0.02638011,0.53573173
7289,But you-you said black. Why would he want his blue blazer black?,Rachel,neutral,727,4,4,11,"00:02:42,912","00:02:46,623",train_data/dia727_utt4.mp4,but you-you said black whi would want blue blazer black,"['but', 'you-you', 'said', 'black', 'whi', 'would', 'want', 'blue', 'blazer', 'black']",0.83562475,0.07615442,0.038572393,0.034307275,0.015317751
7330,"Ross, thank you. Hey, do you guys wanna go see a movie?",Rachel,neutral,733,3,6,1,"00:20:44,076","00:20:48,621",train_data/dia733_utt3.mp4,ross thank hey guy wan na go see movi,"['ross', 'thank', 'hey', 'guy', 'wan', 'na', 'go', 'see', 'movi']",0.7334292,0.047854263,0.168348,0.02738229,0.022952987
7344,"Oh, well I tell Issac everything.",Chloe,neutral,735,1,3,16,"00:08:38,142","00:08:41,895",train_data/dia735_utt1.mp4,oh well i tell issac everyth,"['oh', 'well', 'i', 'tell', 'issac', 'everyth']",0.72498494,0.029926063,0.16522957,0.06361804,0.016176153
7351,"Yeah. Listen, can you keep this information to yourself?",Ross,neutral,735,8,3,16,"00:09:09,465","00:09:13,885",train_data/dia735_utt8.mp4,yeah listen keep inform,"['yeah', 'listen', 'keep', 'inform']",0.8285832,0.09803856,0.031560842,0.01537424,0.026424773
7354,"Yeah, we are.",Issac,neutral,735,11,3,16,"00:09:24,438","00:09:25,855",train_data/dia735_utt11.mp4,yeah,['yeah'],0.64373153,0.07393109,0.1794793,0.074697606,0.028120684
7355,"No, were not.",Ross,neutral,735,12,3,16,"00:09:26,524","00:09:28,233",train_data/dia735_utt12.mp4,no wer,"['no', 'we\x92r']",0.8078076,0.122483715,0.032899182,0.018132076,0.018638555
7357,"No, were not!!",Ross,anger,735,14,3,16,"0:09:31,070","0:09:31,952",train_data/dia735_utt14.mp4,no wer,"['no', 'we\x92r']",0.41507354,0.45217168,0.024339095,0.08413299,0.02416139
7387,Yeah?,Ross,neutral,738,1,7,13,"0:01:56,366","0:01:58,548",train_data/dia738_utt1.mp4,yeah,['yeah'],0.81339616,0.042006575,0.082013175,0.03757248,0.024969844
7423,"Oh my God, does she really thinks that?",Mr. Geller,surprise,740,4,7,13,"00:12:21,615","00:12:23,616",train_data/dia740_utt4.mp4,oh god realli think,"['oh', 'god', 'realli', 'think']",0.28169748,0.07417948,0.096002765,0.06983728,0.47793284
7439,Hes coming here for Thanksgiving!,Ross,joy,742,0,4,8,"00:11:25,309","00:11:28,478",train_data/dia742_utt0.mp4,he come thanksgiv,"['he\x92', 'come', 'thanksgiv']",0.3270675,0.040089745,0.54902655,0.04310544,0.040610135
7450,Do you want a date Saturday?,Shelley,neutral,744,3,1,8,"0:00:28,987","0:00:30,364",train_data/dia744_utt3.mp4,do want date saturday,"['do', 'want', 'date', 'saturday']",0.77555376,0.069103524,0.07766907,0.056405522,0.02122448
7475,Theres this kid in my class who said hes in love with me.,Ross,sadness,747,2,7,18,"00:08:03,316","00:08:06,818",train_data/dia747_utt2.mp4,there kid class said he love,"['there\x92', 'kid', 'class', 'said', 'he\x92', 'love']",0.0907432,0.01070143,0.11977603,0.7719747,0.0066996855
7484,What-what-what-what is it?!,Ross,joy,747,11,7,18,"00:08:22,752","00:08:26,588",train_data/dia747_utt11.mp4,what-what-what-what,['what-what-what-what'],0.15613952,0.3122761,0.499887,0.017107943,0.014496243
7485,Am I giving out some kind ofsexy professor vibe?,Ross,anger,747,12,7,18,"00:08:22,752","00:08:29,341",train_data/dia747_utt12.mp4,am i give kind sexi professor vibe,"['am', 'i', 'give', 'kind', 'sexi', 'professor', 'vibe']",0.14242552,0.4261584,0.39965984,0.018072752,0.01356353
7486,Not right now.,Rachel,neutral,747,13,7,18,"00:08:32,261","00:08:33,970",train_data/dia747_utt13.mp4,not right,"['not', 'right']",0.88843155,0.015693352,0.07249747,0.0103348605,0.013030808
7492,Oh yes! Thank you very much!  Oh thats-thats actually how the French drink it.,Rachel,joy,748,0,8,1,"00:11:04,705","00:11:20,762",train_data/dia748_utt0.mp4,oh ye thank much oh thats-that actual french drink,"['oh', 'ye', 'thank', 'much', 'oh', 'that\x92s-that\x92', 'actual', 'french', 'drink']",0.32092494,0.06385948,0.54974645,0.037098765,0.028258517
7498,8. 8!,Chandler,joy,749,5,5,24,"0:10:31,505","0:10:32,506",train_data/dia749_utt5.mp4,8 8,"['8', '8']",0.49175605,0.11780703,0.326938,0.023995325,0.03943715
7501,"Yeah, I understand.",Richard,neutral,750,0,6,25,"00:14:52,683","00:14:54,183",train_data/dia750_utt0.mp4,yeah i understand,"['yeah', 'i', 'understand']",0.8682212,0.024581159,0.04819406,0.04920112,0.0097691035
7515,Im-Im Ross by the way.,Ross,neutral,752,8,6,16,"00:05:00,091","00:05:01,717",train_data/dia752_utt8.mp4,im-im ross way,"['i\x92m-i\x92m', 'ross', 'way']",0.74573255,0.07254634,0.14399128,0.019418593,0.018281981
7521,"Look Ben, it's a toy that protects U.S. oil interests overseas!",Ross,joy,753,2,3,4,"00:14:38,460","00:14:42,255",train_data/dia753_utt2.mp4,look ben 's toy protect u.s. oil interest oversea,"['look', 'ben', ""'s"", 'toy', 'protect', 'u.s.', 'oil', 'interest', 'oversea']",0.24583839,0.07743047,0.6232074,0.046010997,0.007342505
7526,Down at the docks again?,Rachel,anger,754,4,3,3,"00:11:25,976","00:11:28,019",train_data/dia754_utt4.mp4,down dock,"['down', 'dock']",0.086081415,0.6806452,0.20400697,0.02465763,0.0042664926
7531,Whats a scrud?,Ross,neutral,755,4,3,10,"0:16:52,053","0:16:52,231",train_data/dia755_utt4.mp4,what scrud,"['what\x92', 'scrud']",0.48677292,0.2517973,0.23915869,0.0034627109,0.018779337
7534,"All right girls, and man. Lets see your final tallies.  Ohhhh, Debbie,  321 boxes of cookies,  Very nice.",Leader,joy,755,7,3,10,"00:17:05,065","00:17:12,155",train_data/dia755_utt7.mp4,all right girl man let see final talli ohhhh debbi 321 box cooki veri nice,"['all', 'right', 'girl', 'man', 'let\x92', 'see', 'final', 'talli', 'ohhhh', 'debbi', '321', 'box', 'cooki', 'veri', 'nice']",0.35528678,0.048902884,0.54235756,0.02409468,0.029307814
7535,Not nice enough.,Ross,anger,755,8,3,10,"00:17:19,788","00:17:22,123",train_data/dia755_utt8.mp4,not nice enough,"['not', 'nice', 'enough']",0.1752173,0.7383772,0.06490816,0.009656261,0.011763504
7539,Good.,Monica,neutral,756,2,3,13,"0:11:47,499","0:11:48,721",train_data/dia756_utt2.mp4,good,['good'],0.5558616,0.110775694,0.24638478,0.042341888,0.0445549
7541,"Yeah, Ive been thinking a lot about you too.",Monica,neutral,756,4,3,13,"00:11:51,961","00:11:55,130",train_data/dia756_utt4.mp4,yeah iv think lot,"['yeah', 'i\x92v', 'think', 'lot']",0.8981037,0.03182463,0.048736244,0.0051564327,0.0161695
7547,Ill call you back.,Monica,neutral,756,9,3,13,"00:12:17,361","00:12:18,486",train_data/dia756_utt9.mp4,ill call back,"['i\x92ll', 'call', 'back']",0.8278161,0.07069252,0.054178383,0.02310081,0.024081087
7558,Right!,Chandler,joy,757,10,5,3,"0:19:10,274","0:19:10,413",train_data/dia757_utt10.mp4,right,['right'],0.25509825,0.07465357,0.60915005,0.032609764,0.028407378
7567,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Janice,surprise,759,2,3,4,"00:16:48,716","00:16:54,262",train_data/dia759_utt2.mp4,whi shop you n't live neighborhood were wait,"['whi', 'shop', 'you', ""n't"", 'live', 'neighborhood', 'were', 'wait']",0.13970682,0.040590834,0.07016784,0.013473539,0.73601556
7574,A woman's,Chandler,neutral,759,9,3,4,"0:17:18,120","0:17:19,012",train_data/dia759_utt9.mp4,a woman 's,"['a', 'woman', ""'s""]",0.2917506,0.27382806,0.31784996,0.09367028,0.022707958
7585,"Wow. Oh, I am really flattered, but I just I dont feel that way about you.",Dana,surprise,760,3,6,18,"00:14:24,321","00:14:33,204",train_data/dia760_utt3.mp4,wow oh i realli flatter i i dont feel way,"['wow', 'oh', 'i', 'realli', 'flatter', 'i', 'i', 'don\x92t', 'feel', 'way']",0.14480981,0.047677644,0.11252335,0.045742624,0.648921
7588,"OK, well, you wouldn't let me finish and I was jus- [Monica flicks her back] Ow. That hurt [flicks Monica]",Rachel,joy,761,1,2,13,"00:10:31,339","00:10:37,594",train_data/dia761_utt1.mp4,ok well would n't let finish i jus- monica flick back ow that hurt flick monica,"['ok', 'well', 'would', ""n't"", 'let', 'finish', 'i', 'jus-', 'monica', 'flick', 'back', 'ow', 'that', 'hurt', 'flick', 'monica']",0.19787376,0.054794822,0.68339604,0.03269107,0.03114581
